work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,weekly_hours,age,gender,birthday,sun_sign,moon_sign,ascendant_sign,sign_type,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,0,GB,M,39.48824979432145,32,Female,1991-09-12 17:41:39,Virgo,Scorpio,Aquarius,Earth,6,7,6,5,6,6,,,,
2023,EN,FT,Data Scientist,190000,USD,190000,US,0,US,M,38.72933436396269,20,Male,2003-11-09 10:54:31,Scorpio,Taurus,Scorpio,Water,,,,,,,,,,
2023,EN,FT,Data Scientist,120000,USD,120000,US,0,US,M,41.819691418544856,28,Male,1995-07-03 09:49:10,Cancer,Virgo,Cancer,Water,,,,,,,,,,
2023,MI,FT,Data Scientist,70000,GBP,85066,GB,0,GB,M,38.60809301554833,24,Male,1999-07-06 08:39:10,Cancer,Aries,Virgo,Water,10,,,,,,,,,
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,0,GB,M,38.57982082480711,27,Female,1996-05-27 05:37:28,Gemini,Virgo,Cancer,Air,,,,,,,,,,
2023,MI,FT,Data Scientist,90000,GBP,109371,GB,0,GB,M,38.224811574628774,23,Male,2000-08-26 22:57:04,Virgo,Cancer,Gemini,Earth,3,2,3,4,2,,,,,
2023,MI,FT,Data Scientist,60000,GBP,72914,GB,0,GB,M,39.21591669137922,27,Female,1996-09-07 21:38:44,Virgo,Cancer,Gemini,Earth,4,1,4,2,2,7,,,,
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,35.09916705892412,34,Male,1989-08-07 21:10:37,Leo,Libra,Sagittarius,Fire,7,9,7,8,7,6,,,,
2023,SE,FT,Data Engineer,111000,USD,111000,US,0,US,M,35.94590563720751,39,Male,1984-01-24 14:58:26,Aquarius,Libra,Aries,Air,10,6,9,8,6,9,7,8,8,6
2023,EX,FT,Data Engineer,265000,USD,265000,US,0,US,M,38.240399745705076,45,Male,1978-12-12 15:55:37,Sagittarius,Taurus,Aquarius,Fire,9,2,9,8,10,5,6,8,9,7
2023,EX,FT,Data Engineer,235000,USD,235000,US,0,US,M,36.581308754096156,60,Male,1963-10-28 18:07:43,Scorpio,Pisces,Aquarius,Water,8,,,,,,,,,
2023,EN,FT,Data Scientist,112000,CHF,121093,CH,50,CH,L,37.522319189316676,21,Male,2002-08-15 16:36:53,Leo,Scorpio,Capricorn,Fire,6,9,7,7,6,6,5,,,
2022,MI,FT,Data Scientist,70000,EUR,73546,DE,100,DE,M,42.6358824349747,29,Female,1993-06-20 04:46:34,Gemini,Cancer,Cancer,Air,,,,,,,,,,
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,40.4287853712933,45,Male,1978-05-18 09:42:54,Taurus,Libra,Taurus,Earth,,,,,,,,,,
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,38.686489458300514,34,Male,1989-06-11 08:41:47,Gemini,Virgo,Gemini,Air,,,,,,,,,,
2023,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M,38.0567145969781,33,Male,1990-01-25 00:39:25,Aquarius,Capricorn,Virgo,Air,4,4,4,4,3,9,4,4,4,2
2023,MI,FT,Data Engineer,60400,USD,60400,US,100,US,M,35.0482584935312,24,Female,1999-09-16 00:09:35,Virgo,Sagittarius,Aries,Earth,5,7,5,4,7,,,,,
2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,33.900987080015426,20,Male,2003-04-21 01:06:44,Taurus,Sagittarius,Scorpio,Earth,5,1,6,,,,,,,
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,41.064508111720365,17,Female,2006-02-01 16:50:14,Aquarius,Pisces,Taurus,Air,9,,,,,,,,,
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,38.56897408306631,43,Male,1980-07-04 18:14:19,Cancer,Aries,Libra,Water,8,,,,,,,,,
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,32.5209640758937,40,Male,1983-02-26 05:47:54,Pisces,Leo,Sagittarius,Water,2,8,2,,,,,,,
2023,EN,FT,Data Engineer,92700,USD,92700,US,100,US,M,37.098930964278175,20,Male,2003-12-12 17:12:12,Sagittarius,Leo,Pisces,Fire,8,4,9,10,,,,,,
2023,EN,FT,Data Engineer,61800,USD,61800,US,100,US,M,34.41119118081497,17,Female,2006-05-06 02:30:46,Taurus,Leo,Sagittarius,Earth,4,7,3,,,,,,,
2022,SE,FT,Lead Data Scientist,164000,EUR,172309,IE,100,IE,L,43.89929723937581,55,Male,1967-12-16 21:40:33,Sagittarius,Gemini,Leo,Fire,3,9,3,2,5,,,,,
2023,MI,FT,Data Scientist,56000,EUR,60093,AT,100,DE,M,42.18488094375967,30,Female,1993-01-26 03:30:14,Aquarius,Pisces,Sagittarius,Air,1,,,,,,,,,
2023,MI,FT,Data Analyst,83500,USD,83500,US,100,US,M,37.29939472045162,31,Male,1992-09-21 23:45:14,Virgo,Cancer,Aries,Earth,5,3,5,6,2,5,10,9,9,6
2023,MI,FT,Data Analyst,52500,USD,52500,US,100,US,M,33.56861891500177,25,Female,1998-05-26 16:07:16,Gemini,Gemini,Leo,Air,9,9,8,8,9,,,,,
2023,SE,FT,Data Scientist,201036,USD,201036,US,0,US,M,38.18275146104656,32,Male,1991-01-13 18:27:15,Capricorn,Sagittarius,Gemini,Earth,8,7,7,9,,,,,,
2023,SE,FT,Data Scientist,134024,USD,134024,US,0,US,M,31.251149714162278,40,Male,1983-10-06 20:49:49,Libra,Libra,Aquarius,Air,6,7,6,6,6,8,7,8,9,7
2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,34.62094394686636,42,Male,1981-11-18 14:56:21,Scorpio,Leo,Capricorn,Water,10,7,9,,,,,,,
2023,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M,43.16530157021351,42,Male,1981-04-07 02:09:38,Aries,Taurus,Scorpio,Fire,4,6,,,,,,,,
2023,EN,FT,Data Engineer,62000,USD,62000,US,100,US,M,35.659321714720576,16,Male,2007-03-24 00:11:05,Aries,Gemini,Libra,Fire,,,,,,,,,,
2023,EN,FT,Data Engineer,58000,USD,58000,US,100,US,M,34.88150980291962,21,Female,2002-03-28 23:14:29,Aries,Libra,Libra,Fire,6,,,,,,,,,
2023,SE,FT,Data Scientist,172000,USD,172000,US,0,US,M,36.865765703098155,47,Male,1976-03-28 23:52:21,Aries,Pisces,Libra,Fire,,,,,,,,,,
2023,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M,36.494451587427015,40,Male,1983-09-22 02:24:12,Virgo,Pisces,Gemini,Earth,4,,,,,,,,,
2023,EN,FT,Data Engineer,125000,USD,125000,US,0,US,M,38.159689701478584,23,Male,2000-06-09 12:53:43,Gemini,Virgo,Cancer,Air,10,2,,,,,,,,
2023,EN,FT,Data Engineer,90000,USD,90000,US,0,US,M,35.40281482859847,14,Male,2009-05-11 07:39:45,Taurus,Sagittarius,Pisces,Earth,1,8,1,,,,,,,
2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,32.75353487495942,38,Male,1985-07-09 04:47:54,Cancer,Aries,Aries,Water,3,,,,,,,,,
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,34.400438690263464,40,Male,1983-05-10 12:43:59,Taurus,Aries,Cancer,Earth,10,10,10,,,,,,,
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M,36.71329998659893,36,Male,1987-03-04 11:55:40,Pisces,Taurus,Pisces,Water,,,,,,,,,,
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,36.18772560704261,47,Male,1976-07-01 22:55:16,Cancer,Virgo,Sagittarius,Water,6,8,6,6,7,4,7,9,,
2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M,38.73108328195946,28,Male,1995-10-27 03:05:01,Scorpio,Sagittarius,Cancer,Water,3,4,3,4,4,4,,,,
2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M,32.5882835155208,28,Male,1995-08-15 00:41:12,Leo,Aries,Pisces,Fire,5,,,,,,,,,
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,36.10139104894198,42,Male,1981-10-25 16:39:58,Scorpio,Libra,Capricorn,Water,9,8,8,,,,,,,
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,38.27212112790445,34,Male,1989-05-04 14:42:34,Taurus,Taurus,Cancer,Earth,10,9,10,10,,,,,,
2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M,46.60914937678993,27,Male,1996-01-14 08:28:33,Capricorn,Libra,Scorpio,Earth,1,10,1,2,1,1,,,,
2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M,42.09510989649606,44,Male,1979-09-24 22:13:14,Libra,Scorpio,Pisces,Air,6,7,6,6,4,5,6,7,8,6
2023,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,38.90153221246849,22,Male,2001-08-13 00:06:02,Leo,Taurus,Aquarius,Fire,5,2,6,4,9,4,3,,,
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,33.04244590527687,28,Male,1995-04-27 09:48:05,Taurus,Aries,Aries,Earth,,,,,,,,,,
2023,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L,35.15193891316835,41,Male,1982-03-25 16:26:46,Aries,Aries,Cancer,Fire,,,,,,,,,,
2023,SE,FT,Data Engineer,105700,USD,105700,US,0,US,L,39.61772785521833,35,Male,1988-08-08 07:21:55,Leo,Gemini,Cancer,Fire,1,,,,,,,,,
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,34.75284218378675,38,Male,1985-07-23 12:19:42,Leo,Libra,Leo,Fire,,,,,,,,,,
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,39.8648141308513,40,Male,1983-03-15 04:51:39,Pisces,Pisces,Sagittarius,Water,,,,,,,,,,
2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M,36.48028352334533,37,Male,1986-06-22 00:43:28,Cancer,Sagittarius,Capricorn,Water,5,,,,,,,,,
2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M,41.42995242784272,50,Male,1973-10-24 23:40:08,Scorpio,Libra,Gemini,Water,5,5,5,6,,,,,,
2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M,34.7116764319355,40,Male,1983-12-19 14:28:40,Sagittarius,Gemini,Capricorn,Fire,10,4,,,,,,,,
2023,SE,FT,Data Scientist,102500,USD,102500,US,100,US,M,39.39985581823641,40,Male,1983-05-19 23:47:23,Taurus,Virgo,Scorpio,Earth,6,8,5,7,6,,,,,
2023,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,38.28292753016007,37,Male,1986-11-23 08:57:18,Sagittarius,Leo,Libra,Fire,1,9,,,,,,,,
2023,SE,FT,Data Engineer,132300,USD,132300,US,0,US,M,36.22807078445149,35,Male,1988-10-18 00:32:26,Libra,Capricorn,Gemini,Air,4,7,4,4,,,,,,
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,33.314427350954965,34,Male,1989-03-23 19:31:20,Aries,Libra,Leo,Fire,,,,,,,,,,
2023,SE,FT,Data Scientist,126000,USD,126000,US,0,US,M,34.64054673617745,38,Male,1985-02-19 12:58:59,Pisces,Aquarius,Pisces,Water,,,,,,,,,,
2023,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,41.42764966463118,35,Male,1988-04-06 11:43:36,Aries,Sagittarius,Taurus,Fire,,,,,,,,,,
2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,37.07337188312023,37,Male,1986-02-09 09:38:26,Aquarius,Aquarius,Capricorn,Air,1,1,1,1,10,1,10,,,
2023,SE,FT,Data Engineer,153600,USD,153600,US,100,US,M,37.21381502560791,47,Male,1976-12-26 01:10:58,Capricorn,Pisces,Leo,Earth,4,,,,,,,,,
2023,SE,FT,Data Engineer,106800,USD,106800,US,100,US,M,42.88190954062725,38,Male,1985-10-05 10:16:11,Libra,Gemini,Libra,Air,,,,,,,,,,
2023,SE,FT,Data Engineer,172600,USD,172600,US,100,US,M,43.56226520290131,44,Male,1979-03-03 22:23:32,Pisces,Taurus,Virgo,Water,6,8,,,,,,,,
2023,SE,FT,Data Engineer,107900,USD,107900,US,100,US,M,38.43887162703399,39,Male,1984-03-19 17:12:04,Pisces,Scorpio,Cancer,Water,,,,,,,,,,
2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,35.684432717335405,44,Male,1979-07-09 11:29:18,Cancer,Capricorn,Leo,Water,,,,,,,,,,
2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,32.56315551127177,42,Male,1981-09-01 02:19:46,Virgo,Libra,Taurus,Earth,4,5,4,5,3,5,5,6,7,5
2023,SE,FT,Data Architect,376080,USD,376080,US,100,US,M,44.49153103017744,43,Male,1980-02-28 21:25:04,Pisces,Leo,Leo,Water,6,,,,,,,,,
2023,SE,FT,Data Architect,213120,USD,213120,US,100,US,M,34.18266706238595,39,Male,1984-08-19 10:57:53,Leo,Taurus,Virgo,Fire,,,,,,,,,,
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,31.347390677545796,31,Male,1992-12-20 16:38:05,Sagittarius,Scorpio,Pisces,Fire,9,7,8,,,,,,,
2023,SE,FT,Data Analyst,100500,USD,100500,US,0,US,M,36.5835607947281,44,Male,1979-07-28 21:16:46,Leo,Virgo,Sagittarius,Fire,7,8,7,7,6,7,8,10,,
2023,SE,FT,Data Analyst,206500,USD,206500,US,100,US,M,40.82796330821719,37,Male,1986-01-19 19:36:52,Capricorn,Taurus,Gemini,Earth,7,,,,,,,,,
2023,SE,FT,Data Analyst,121600,USD,121600,US,100,US,M,40.5732463940652,42,Male,1981-11-01 01:38:42,Scorpio,Sagittarius,Cancer,Water,4,5,3,5,2,4,3,4,5,4
2023,SE,FT,Data Engineer,260000,USD,260000,US,0,US,M,35.80631189359985,33,Male,1990-10-16 13:29:05,Libra,Virgo,Scorpio,Air,10,9,10,10,6,8,1,1,1,
2023,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M,38.228785393122685,36,Male,1987-05-01 07:10:45,Taurus,Gemini,Aquarius,Earth,1,3,1,,,,,,,
2023,EX,FT,Data Engineer,194500,USD,194500,US,0,US,M,41.56078894172269,49,Male,1974-05-01 05:05:52,Taurus,Virgo,Capricorn,Earth,2,7,2,,,,,,,
2023,EX,FT,Data Engineer,115500,USD,115500,US,0,US,M,36.75876582018074,52,Male,1971-06-02 17:20:16,Gemini,Virgo,Virgo,Air,8,,,,,,,,,
2023,SE,FT,Cloud Database Engineer,170000,USD,170000,US,100,US,L,37.34527307754103,38,Male,1985-02-08 22:00:54,Aquarius,Libra,Leo,Air,6,2,5,8,8,5,3,4,4,3
2023,SE,FT,Applied Machine Learning Scientist,90000,USD,90000,US,100,US,L,33.06777798811237,38,Male,1985-11-09 07:02:17,Scorpio,Libra,Virgo,Water,2,,,,,,,,,
2023,EN,FT,Data Analyst,95000,USD,95000,US,100,US,M,31.246397526910755,19,Male,2004-08-18 00:59:06,Leo,Virgo,Pisces,Fire,5,5,5,3,5,6,4,,,
2023,EN,FT,Data Analyst,70000,USD,70000,US,100,US,M,37.09967661977042,21,Female,2002-02-17 16:14:52,Aquarius,Aries,Gemini,Air,9,,,,,,,,,
2023,SE,FT,Data Engineer,275000,USD,275000,US,0,US,M,40.371920330987706,35,Male,1988-09-08 13:47:41,Virgo,Leo,Libra,Earth,10,9,,,,,,,,
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,30.814474001058656,53,Male,1970-05-08 22:11:29,Taurus,Gemini,Libra,Earth,6,8,6,7,7,,,,,
2023,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,37.513542296670224,29,Male,1994-10-24 16:35:06,Scorpio,Gemini,Capricorn,Water,9,5,8,9,6,9,1,,,
2023,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,37.920884803354625,38,Male,1985-10-06 04:02:00,Libra,Cancer,Cancer,Air,3,,,,,,,,,
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,37.46122020827177,48,Male,1975-06-23 22:09:14,Cancer,Capricorn,Sagittarius,Water,6,1,6,8,4,4,7,10,,
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,36.33739546932796,44,Male,1979-12-07 23:07:34,Sagittarius,Leo,Cancer,Fire,5,1,4,6,2,2,3,4,5,4
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,36.541082086202515,40,Male,1983-05-02 04:36:00,Taurus,Capricorn,Capricorn,Earth,3,,,,,,,,,
2023,SE,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M,34.430316994137165,33,Male,1990-01-10 05:51:19,Capricorn,Cancer,Libra,Earth,2,8,2,3,1,8,2,2,2,
2023,SE,FT,Research Engineer,200000,USD,200000,US,0,US,M,34.88360942107139,39,Male,1984-02-07 18:54:52,Aquarius,Aries,Cancer,Air,8,10,7,6,4,6,4,5,5,4
2023,SE,FT,Research Engineer,175000,USD,175000,US,0,US,M,38.944366083821905,35,Male,1988-05-19 18:45:06,Taurus,Cancer,Virgo,Earth,8,9,8,9,5,7,3,3,3,1
2023,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M,35.993730772148005,33,Male,1990-12-02 05:31:13,Sagittarius,Gemini,Virgo,Fire,2,8,3,2,8,10,4,3,3,2
2023,MI,FT,Data Analyst,130000,USD,130000,US,0,US,M,35.243804567461,27,Male,1996-08-23 19:37:51,Virgo,Sagittarius,Sagittarius,Earth,7,,,,,,,,,
2023,SE,FT,Data Architect,138000,USD,138000,GB,100,GB,M,41.08472520931979,38,Male,1985-04-15 03:57:08,Aries,Aquarius,Pisces,Fire,,,,,,,,,,
2023,SE,FT,Data Architect,92000,USD,92000,GB,100,GB,M,38.7435849359516,43,Male,1980-06-26 09:25:24,Cancer,Sagittarius,Virgo,Water,9,3,10,9,,,,,,
2023,SE,FT,Data Manager,65000,USD,65000,CO,0,CO,M,36.12952170879379,42,Male,1981-09-14 00:58:23,Virgo,Pisces,Aries,Earth,4,10,5,6,3,5,5,6,7,5
2023,SE,FT,Data Manager,48000,USD,48000,CO,0,CO,M,34.96212856526739,41,Female,1982-07-01 07:09:11,Cancer,Scorpio,Taurus,Water,1,5,1,,,,,,,
2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M,41.82561525394542,35,Male,1988-03-10 03:12:15,Pisces,Sagittarius,Scorpio,Water,,,,,,,,,,
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,35.08209143466368,43,Male,1980-06-02 17:17:02,Gemini,Capricorn,Virgo,Air,8,4,9,9,,,,,,
2023,SE,FT,Analytics Engineer,130000,USD,130000,US,0,US,M,32.25239681235786,32,Male,1991-03-07 11:01:16,Pisces,Sagittarius,Pisces,Water,,,,,,,,,,
2023,SE,FT,Analytics Engineer,87000,USD,87000,US,0,US,M,39.251165949005795,38,Male,1985-02-12 19:46:42,Aquarius,Sagittarius,Cancer,Air,7,4,7,9,9,6,4,5,5,3
2023,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,35.12783881155188,26,Male,1997-04-13 13:15:21,Aries,Cancer,Gemini,Fire,,,,,,,,,,
2023,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M,38.78736179021043,29,Male,1994-05-11 16:03:32,Taurus,Gemini,Leo,Earth,9,9,9,10,8,3,,,,
2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M,34.323068795636765,26,Male,1997-07-28 10:41:12,Leo,Taurus,Leo,Fire,,,,,,,,,,
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,44.70921314234011,26,Male,1997-07-10 19:02:36,Cancer,Virgo,Scorpio,Water,8,10,8,8,10,3,5,2,2,
2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,36.121829046301805,39,Male,1984-05-21 09:01:51,Gemini,Aquarius,Taurus,Air,,,,,,,,,,
2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,38.26803533709508,43,Male,1980-12-13 17:36:36,Sagittarius,Pisces,Pisces,Fire,8,,,,,,,,,
2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M,45.87808486331132,33,Male,1990-10-07 15:31:17,Libra,Taurus,Sagittarius,Air,9,5,9,9,6,7,1,,,
2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,37.8135617028536,39,Male,1984-10-03 06:39:20,Libra,Capricorn,Leo,Air,2,5,1,3,4,4,3,3,4,2
2023,SE,FT,Data Engineer,147100,USD,147100,US,0,US,M,32.34550232974258,44,Male,1979-10-22 12:26:40,Libra,Scorpio,Scorpio,Air,,,,,,,,,,
2023,SE,FT,Data Engineer,90700,USD,90700,US,0,US,M,33.90145872631926,39,Male,1984-05-06 01:31:39,Taurus,Cancer,Sagittarius,Earth,5,7,4,4,,,,,,
2023,EN,FT,Data Engineer,115100,USD,115100,US,0,US,M,39.677702079090594,20,Male,2003-06-04 03:08:55,Gemini,Cancer,Capricorn,Air,4,6,3,3,,,,,,
2023,EN,FT,Data Engineer,73900,USD,73900,US,0,US,M,33.75811810990956,21,Female,2002-09-18 04:38:24,Virgo,Aquarius,Cancer,Earth,3,7,3,4,2,1,,,,
2023,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M,39.742064179133244,40,Male,1983-03-15 09:40:43,Pisces,Aries,Aquarius,Water,,,,,,,,,,
2023,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M,35.134345625113816,30,Male,1993-04-25 16:26:10,Taurus,Gemini,Leo,Earth,9,10,,,,,,,,
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,35.417043719440116,38,Male,1985-10-13 06:22:39,Libra,Libra,Leo,Air,2,1,2,1,1,5,3,3,4,2
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,29.446133530818003,36,Male,1987-05-19 03:21:21,Taurus,Aquarius,Capricorn,Earth,4,,,,,,,,,
2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M,39.58737799898651,24,Male,1999-03-19 08:48:30,Pisces,Aries,Aquarius,Water,,,,,,,,,,
2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,35.534422611815465,34,Male,1989-09-03 15:27:05,Virgo,Libra,Scorpio,Earth,9,,,,,,,,,
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,38.71504829263145,41,Male,1982-04-26 03:29:12,Taurus,Gemini,Sagittarius,Earth,3,5,4,,,,,,,
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,32.7240791229636,43,Male,1980-05-20 21:43:35,Gemini,Leo,Scorpio,Air,7,9,7,8,9,9,10,,,
2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,34.78045549194188,26,Male,1997-01-20 14:01:18,Aquarius,Gemini,Pisces,Air,,,,,,,,,,
2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M,38.112459523817634,28,Male,1995-08-22 15:06:22,Leo,Cancer,Libra,Fire,9,8,10,9,,,,,,
2023,MI,FT,Data Engineer,70000,GBP,85066,GB,100,GB,M,37.574435523748384,37,Male,1986-03-09 09:37:46,Pisces,Pisces,Gemini,Water,,,,,,,,,,
2023,MI,FT,Data Engineer,47500,GBP,57723,GB,100,GB,M,38.38323731107742,26,Male,1997-03-23 20:37:23,Aries,Virgo,Libra,Fire,,,,,,,,,,
2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M,38.3425588304601,50,Male,1973-03-25 05:52:52,Aries,Sagittarius,Sagittarius,Fire,,,,,,,,,,
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M,38.70894726450567,52,Male,1971-01-22 09:12:17,Aquarius,Sagittarius,Sagittarius,Air,1,,,,,,,,,
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,35.07312755562295,37,Male,1986-10-23 08:00:26,Libra,Cancer,Virgo,Air,1,9,2,2,4,5,2,3,3,1
2023,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,34.183436257115225,28,Female,1995-09-03 02:23:29,Virgo,Sagittarius,Taurus,Earth,4,7,5,4,5,6,,,,
2023,SE,FT,Data Analyst,185000,USD,185000,US,100,US,M,31.049353155204805,44,Male,1979-08-28 18:06:43,Virgo,Scorpio,Sagittarius,Earth,8,10,8,8,7,8,8,,,
2023,SE,FT,Data Analyst,120250,USD,120250,US,100,US,M,41.70146419093582,28,Male,1995-10-21 10:03:23,Libra,Virgo,Libra,Air,,,,,,,,,,
2023,MI,FT,Financial Data Analyst,130000,USD,130000,US,100,US,L,31.8485307137465,30,Male,1993-05-16 06:53:34,Taurus,Pisces,Pisces,Earth,1,,,,,,,,,
2023,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M,40.612543886948394,39,Male,1984-10-02 06:25:24,Libra,Capricorn,Leo,Air,2,5,2,3,4,4,3,4,4,2
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,35.80781481931306,27,Male,1996-05-07 22:11:39,Taurus,Capricorn,Libra,Earth,6,2,7,8,6,2,5,3,2,1
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M,31.123264246548576,44,Male,1979-02-20 03:03:56,Pisces,Sagittarius,Libra,Water,4,1,4,2,3,9,10,1,1,
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M,35.488013420903314,35,Male,1988-02-18 19:28:11,Aquarius,Pisces,Cancer,Air,7,,,,,,,,,
2023,SE,FT,Research Scientist,141288,USD,141288,US,0,US,M,39.83135567384612,40,Male,1983-07-26 12:26:30,Leo,Aquarius,Virgo,Fire,,,,,,,,,,
2023,SE,FT,Research Scientist,94192,USD,94192,US,0,US,M,36.31218163611961,36,Male,1987-02-18 15:21:42,Aquarius,Libra,Taurus,Air,,,,,,,,,,
2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,US,100,US,M,33.92529331222798,36,Male,1987-11-28 23:04:38,Sagittarius,Pisces,Gemini,Fire,5,,,,,,,,,
2023,SE,FT,Data Infrastructure Engineer,143000,USD,143000,US,100,US,M,38.1650689774757,45,Male,1978-01-24 02:12:41,Aquarius,Leo,Virgo,Air,4,10,3,4,10,9,,,,
2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,38.19461292832211,44,Female,1979-01-08 20:06:49,Capricorn,Taurus,Gemini,Earth,7,,,,,,,,,
2023,SE,FT,Data Analyst,55000,USD,55000,US,0,US,M,37.11927815880436,39,Female,1984-09-08 00:56:18,Virgo,Aquarius,Aries,Earth,5,10,4,5,7,8,6,7,8,6
2023,SE,FT,Analytics Engineer,275300,USD,275300,US,100,US,M,31.780507280389358,37,Male,1986-04-25 00:37:04,Taurus,Scorpio,Scorpio,Earth,5,,,,,,,,,
2023,SE,FT,Analytics Engineer,183500,USD,183500,US,100,US,M,39.47256418436807,45,Male,1978-12-12 23:55:03,Sagittarius,Gemini,Cancer,Fire,5,10,4,4,5,,,,,
2023,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,37.5992630269149,28,Male,1995-07-04 19:18:22,Cancer,Virgo,Scorpio,Water,8,10,7,7,10,1,,,,
2023,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M,38.77892661037413,29,Female,1994-11-23 16:28:50,Sagittarius,Leo,Aquarius,Fire,9,5,8,8,6,9,,,,
2023,MI,FT,ML Engineer,160000,USD,160000,US,0,US,M,32.46509695605685,29,Male,1994-04-17 23:51:35,Aries,Cancer,Libra,Fire,5,8,5,6,,,,,,
2023,MI,FT,ML Engineer,147000,USD,147000,US,0,US,M,34.46718655445298,24,Male,1999-08-01 11:34:51,Leo,Pisces,Leo,Fire,,,,,,,,,,
